  0.0000000000000000E+00   0.9999999939225290E-08   0.9999999939225290E-08   0.1000000000000000E+01   0.9999999939225290E-08   0.1000000000000000E+02   0.9999999939225290E-08   0.1000000000000000E+02   0.9999999939225290E-08   0.1000000000000000E+01   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.3000000000000000E+03   0.1000000000000000E+02   0.9999999939225290E-08   0.9999999939225290E-08   0.5000000000000000E+02   0.1000000000000000E+02   0.1000000000000000E+02   0.1000000000000000E+02   0.1000000000000000E+02   0.1000000000000000E+03   0.2000000000000000E+02   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.9999999939225290E-08   0.5000000000000000E+02   0.9999999939225290E-08   0.1250000000000000E+09
  0.1000000000000000E+01   0.2779252710011591E-11   0.2978914146540350E-03   0.2978559518046776E+01   0.4415966337211959E-05   0.9661905279140820E+01   0.2913767376428134E-01   0.8726521283269619E+01   0.5325188798904611E-03   0.1085001166685747E+00   0.9410066942047678E-01   0.2282170411549559E-04   0.3417130588972476E+01   0.1932832829466148E-07   0.5149359543256119E+00   0.1890239067602889E+01   0.3045316286687518E+03   0.1356662744194179E+02   0.7161158614893981E-03   0.1972909856599633E+00   0.4915444708011035E+02   0.1449388058680661E+02   0.5421403076679813E+01   0.8004007834576662E+01   0.1187247273481415E+02   0.8218573464665909E+02   0.5087608446330399E+02   0.6207222990919159E-04   0.1205982069475745E-02   0.5847520542454983E-05   0.2313789295196497E-03   0.1368110800637176E+02   0.4399099098406146E-04   0.1250000000000000E+09
  0.2000000000000000E+01   0.3301873606759143E-11   0.9269028922682663E-03   0.5729112880632325E+01   0.1006324565564119E-04   0.9264701664976680E+01   0.3801296943479955E-01   0.7389854760034465E+01   0.4673567089592009E-03   0.1031886677342317E+00   0.1252346039638115E+00   0.2865814568038141E-04   0.7573177542933121E+01   0.2426104215614434E-07   0.7652895654747530E+00   0.2428899262860219E+01   0.3108225121461352E+03   0.1522423906648228E+02   0.8940909573029612E-03   0.3313482569678510E+00   0.4834879637282125E+02   0.1680759367671518E+02   0.2574130210647716E+01   0.6091910347177176E+01   0.1292411732358715E+02   0.9879163829645776E+02   0.4647908257707704E+02   0.7915799459869121E-04   0.1753795247415752E-02   0.5388052127819271E-05   0.3299291195804074E-03   0.1024615896629986E+02   0.6805198059179757E-04   0.1250000000000000E+09
  0.3000000000000000E+01   0.3648982086738812E-11   0.2082426977578583E-02   0.8733041186423170E+01   0.1552156337075435E-04   0.8818725498431149E+01   0.4654130171433508E-01   0.6078260035074712E+01   0.3586051803801820E-03   0.8708109780359945E-01   0.1434010322030032E+00   0.3008143185611855E-04   0.1216641797616380E+02   0.2609829755583773E-07   0.7687306943146824E+00   0.2326809325016551E+01   0.3176858862121645E+03   0.1540509765129242E+02   0.1025284885580610E-02   0.3915790392486708E+00   0.4764765574022986E+02   0.1749349465705980E+02   0.1072533735612644E+01   0.4411507449190086E+01   0.1318677263396004E+02   0.1149284552434135E+03   0.4079502885261242E+02   0.8632968781790951E-04   0.2285277788409528E-02   0.4614751678080375E-05   0.4598231468190815E-03   0.7326195171002464E+01   0.9036652421203844E-04   0.1250000000000000E+09
  0.4000000000000000E+01   0.3531248560456411E-11   0.3872902120006085E-02   0.1143694654776439E+02   0.1891926234908311E-04   0.8389147808480715E+01   0.5692767088166267E-01   0.4987502346865317E+01   0.2896765253391987E-03   0.6508951293398470E-01   0.1503091056349232E+00   0.2698350940907409E-04   0.1642017734893431E+02   0.2418777679955414E-07   0.5963770933521615E+00   0.2006459008233631E+01   0.3239557416521093E+03   0.1476732415579530E+02   0.1134905725453605E-02   0.3772934711936872E+00   0.4709695947033661E+02   0.1714847630690530E+02   0.4343042242883995E+00   0.3143085926909253E+01   0.1288048248946640E+02   0.1282939501300128E+03   0.3525704907574441E+02   0.8087617835574752E-04   0.2769759680115011E-02   0.3566403640572865E-05   0.6514733245258486E-03   0.4903917425955391E+01   0.1089302265978083E-03   0.1250000000000000E+09
  0.5000000000000000E+01   0.2729984503616793E-11   0.6345626593256467E-02   0.1349532565225492E+02   0.1882354267032958E-04   0.8038933694501790E+01   0.7890071233268256E-01   0.4212465560543069E+01   0.2760676755768441E-03   0.4350554973643506E-01   0.1512212077578184E+00   0.1998789575309602E-04   0.1977446984289887E+02   0.1827109919538399E-07   0.3433380816203709E+00   0.1722785341772404E+01   0.3287696540069701E+03   0.1393954053203832E+02   0.1223433669142388E-02   0.3198571045796546E+00   0.4668569385279489E+02   0.1651610653779225E+02   0.1925568151555266E+00   0.2293730937378069E+01   0.1237797602003223E+02   0.1374617549779622E+03   0.3094279237597781E+02   0.6158974421237597E-04   0.3174140717960318E-02   0.2326036947858802E-05   0.1033583505113976E-02   0.2884517258692139E+01   0.1195021094071986E-03   0.1250000000000000E+09
  0.6000000000000000E+01   0.1377722774173312E-11   0.9487338271865025E-02   0.1474213763785699E+02   0.1247287193719932E-04   0.7817875130229536E+01   0.1586549142433369E+00   0.3772035849484430E+01   0.3431199935257312E-03   0.2597463388656829E-01   0.1533229145922931E+00   0.1046112494533356E-04   0.2189955477640286E+02   0.9475619398638334E-08   0.9737788786021996E-01   0.1560574647397098E+01   0.3316786412247747E+03   0.1327427802100203E+02   0.1311503869783342E-02   0.2561633291501916E+00   0.4638796700332196E+02   0.1612849951069407E+02   0.1037491840804491E+00   0.1782164314303957E+01   0.1200020155803171E+02   0.1417890427392718E+03   0.2840564780285876E+02   0.3213358033990416E-04   0.3506954968354889E-02   0.1065933835725895E-05   0.2291340597876363E-02   0.1237168269862761E+01   0.1178837547996903E-03   0.1250000000000000E+09
  0.7000000000000000E+01   0.1937145871066736E-12   0.1374652244947570E-01   0.1522173738678806E+02   0.1886556274234616E-05   0.7735556992186702E+01   0.8744098202010466E+00   0.3617169328890891E+01   0.2367481668567834E-02   0.1702112299950073E-01   0.1810579868887572E+00   0.1995715579045969E-05   0.2270103387935720E+02   0.1753610595260610E-08   0.2272793308396723E-02   0.1516795825872921E+01   0.3327894587954762E+03   0.1287690855298415E+02   0.2241230647777991E-02   0.2125610573582331E+00   0.4616855383039981E+02   0.1622262012913660E+02   0.6410677611899029E-01   0.1494327171107822E+01   0.1189208743534572E+02   0.1415673942283750E+03   0.2647984661163441E+02   0.5973296551446809E-05   0.4456005073852702E-02   0.1423938150857872E-06   0.1398120257274103E-01   0.1416447627015952E+00   0.1131868039231305E-03   0.1250000000000000E+09
  0.8000000000000000E+01   0.7085635649183171-183   0.2880421644479843E-01   0.1547809794938309E+02   0.1157791020304911E-05   0.7723345723817497E+01   0.5663080341234981E+01   0.3594607558248801E+01   0.5326550653454348E-01   0.1643009578412500E-01   0.2624518926004389E+00   0.9601543848035012E-06   0.2303517081300123E+02   0.8384985717868725E-09   0.8345520730216040E-04   0.1528565738114370E+01   0.3330795428832134E+03   0.1262765239593620E+02   0.2710332553621822E-01   0.1866682627210694E+00   0.4593942864296581E+02   0.1658847006020760E+02   0.7563739786653239E-02   0.1255214095004060E+01   0.1182925968231451E+02   0.1355825641199885E+03   0.1616293390147985E+02   0.2865822767442796E-05   0.1057566812972134E-01   0.7087625233634346-114   0.1427006148037751E+00   0.1175828083778381E-03   0.1996338754044689E-03   0.1250000000000000E+09
  0.9000000000000000E+01   0.0000000000000000E+00   0.1018225434400482E+00   0.1620632738405725E+02   0.3855796366843558E-05   0.7703938141970331E+01   0.7960252002553641E+01   0.3558966402272491E+01   0.7840831566105692E-01   0.1638794572434595E-01   0.3032088502730932E+00   0.1904455733688187E-05   0.2398531309119239E+02   0.1664056362020958E-08   0.7081113718978468E-04   0.1550960353123753E+01   0.3334954306224148E+03   0.1237333952883301E+02   0.3557315343183992E-01   0.1642080013287531E+00   0.4563471243803101E+02   0.1688082360894027E+02   0.6060525923652513E-05   0.9356484179621299E+00   0.1139482160621689E+02   0.1311160249736857E+03   0.9615585579458788E+01   0.5719575361806087E-05   0.2047108460494522E-01   0.0000000000000000E+00   0.3332126076342380E+00   0.8717948511704868E-04   0.3886254876159482E-03   0.1250000000000000E+09
  0.1000000000000000E+02   0.0000000000000000E+00   0.2733844493319390E+00   0.1741384361555560E+02   0.7933663039464605E-05   0.7672689199011095E+01   0.8085797111187324E+01   0.3502135043303237E+01   0.1017525334890858E+00   0.1631995131432692E-01   0.2646834175708363E+00   0.2593300048357890E-05   0.2558413792808969E+02   0.2274565362787992E-08   0.6305900627807074E-04   0.1583042087808201E+01   0.3341048914123109E+03   0.1210543682462133E+02   0.3767996824159299E-01   0.1438752408007992E+00   0.4533035390477433E+02   0.1699440690598747E+02   0.1852836122216458E-10   0.6079034501270946E+00   0.1051884290026580E+02   0.1279914625248666E+03   0.6362918826844041E+01   0.7866487744275866E-05   0.2695215931126451E-01   0.0000000000000000E+00   0.5094630411186392E+00   0.6178878399450770E-04   0.6650644792424172E-03   0.1250000000000000E+09
  0.1100000000000000E+02   0.0000000000000000E+00   0.5122049401617516E+00   0.1886940534886907E+02   0.1260196667668639E-04   0.7634173878452043E+01   0.7186429244845647E+01   0.3433025128908168E+01   0.1225428255144086E+00   0.1623604213966438E-01   0.2109777942415215E+00   0.2969169730532203E-05   0.2757028163994604E+02   0.2624164285763205E-08   0.5865604533561749E-04   0.1619970190352307E+01   0.3348583194622448E+03   0.1183264130085270E+02   0.3603178978328985E-01   0.1257927702826019E+00   0.4510509994608903E+02   0.1688900864040748E+02  -0.4358673784917234E-19   0.3548000012824359E+00   0.9338735069153634E+01   0.1255630651160191E+03   0.4585831658262824E+01   0.9118364630628981E-05   0.2980065084448218E-01   0.0000000000000000E+00   0.6270086947604051E+00   0.4575918917481676E-04   0.9995196188240696E-03   0.1250000000000000E+09
  0.1200000000000000E+02   0.0000000000000000E+00   0.7833715360193078E+00   0.2032478361174473E+02   0.1782507826519274E-04   0.7591315175378147E+01   0.5933784939236125E+01   0.3357325605214517E+01   0.1378994950404452E+00   0.1614260087453214E-01   0.1660547658753120E+00   0.3187333942880728E-05   0.2963908695281382E+02   0.2848152249887189E-08   0.5793338806590995E-04   0.1658650625321423E+01   0.3356825005438062E+03   0.1156030133243289E+02   0.3377798039004537E-01   0.1098877912785807E+00   0.4497467315302892E+02   0.1661555572989096E+02  -0.4159802492743617E-26   0.1947893528721005E+00   0.8074141121783239E+01   0.1235565459481717E+03   0.3479949366861244E+01   0.9923664932335133E-05   0.3090642067934293E-01   0.0000000000000000E+00   0.6814081586229839E+00   0.3508931025206672E-04   0.1376446326012792E-02   0.1250000000000000E+09
  0.1300000000000000E+02   0.0000000000000000E+00   0.1062768508687171E+01   0.2162471280018018E+02   0.2349362552039860E-04   0.7545918499048330E+01   0.4668330873363670E+01   0.3278511446179655E+01   0.1487552476555641E+00   0.1604358087111972E-01   0.1295633777270653E+00   0.3284842951144038E-05   0.3158065960547675E+02   0.2974667617754446E-08   0.5938227316562549E-04   0.1697253087881839E+01   0.3365140786760936E+03   0.1129152350064103E+02   0.3211761073918644E-01   0.9598432149800309E-01   0.4491434242554503E+02   0.1625874132952419E+02  -0.6085382674574664E-31   0.1048451435045299E+00   0.6895924568887998E+01   0.1218409391296766E+03   0.2720847644546692E+01   0.1037717259910144E-04   0.3083964985168889E-01   0.0000000000000000E+00   0.6850600997145729E+00   0.2748285818102977E-04   0.1798928131628329E-02   0.1250000000000000E+09
  0.1400000000000000E+02   0.0000000000000000E+00   0.1332739383265100E+01   0.2270715316180213E+02   0.2952213273292883E-04   0.7499462655724203E+01   0.3538994667043299E+01   0.3199298656672982E+01   0.1568045038174790E+00   0.1594222147213886E-01   0.1001895336438210E+00   0.3285533500899230E-05   0.3329216924730405E+02   0.3018920603072509E-08   0.6239543414819481E-04   0.1734462593411149E+01   0.3373085213933733E+03   0.1102872213213599E+02   0.3111743010847114E-01   0.8388790108920828E-01   0.4489500525937565E+02   0.1588975562349258E+02  -0.1324832441479862E-35   0.5709735008730023E-01   0.5888878003673512E+01   0.1203473053577320E+03   0.2165474696805962E+01   0.1053517593738701E-04   0.2996127267955801E-01   0.0000000000000000E+00   0.6520573398797579E+00   0.2178147753043574E-04   0.2281082693452411E-02   0.1250000000000000E+09
  0.1500000000000000E+02   0.0000000000000000E+00   0.1581871100033899E+01   0.2356819260379172E+02   0.3590568124859695E-04   0.7453144047722577E+01   0.2595186196434847E+01   0.3121752943328780E+01   0.1632807260716753E+00   0.1584114341239134E-01   0.7672162075344893E-01   0.3212209855176008E-05   0.3474321915759315E+02   0.2996047846326245E-08   0.6690640643536468E-04   0.1769398143561509E+01   0.3380386508884251E+03   0.1077369470065933E+02   0.3052307380082561E-01   0.7339902974032184E-01   0.4489646617904663E+02   0.1555455585739801E+02  -0.1372312970418343E-40   0.3216270216621128E-01   0.5072829290517611E+01   0.1190345761647303E+03   0.1740587741516392E+01   0.1045432539739710E-04   0.2854072589675968E-01   0.0000000000000000E+00   0.5944691197665816E+00   0.1734360869615470E-04   0.2845416837370746E-02   0.1250000000000000E+09
  0.1600000000000000E+02   0.0000000000000000E+00   0.1803847747283366E+01   0.2423051852431804E+02   0.4274514210031901E-04   0.7407886002890264E+01   0.1839222504064957E+01   0.3047348416059033E+01   0.1688702628834747E+00   0.1574236906091098E-01   0.5806585497664447E-01   0.3085547611315809E-05   0.3594155712885919E+02   0.2920894646548776E-08   0.7321033334510393E-04   0.1801545868557953E+01   0.3386902761215322E+03   0.1052765894814152E+02   0.3012935839970749E-01   0.6432249673126963E-01   0.4490723748765542E+02   0.1527851724060898E+02  -0.1536585797859025E-46   0.1900954904600842E-01   0.4433548648613098E+01   0.1178757090378673E+03   0.1404280171295524E+01   0.1018911026900281E-04   0.2677017645646692E-01   0.0000000000000000E+00   0.5218062472592178E+00   0.1378243212103802E-04   0.3523833752876570E-02   0.1250000000000000E+09
  0.1700000000000000E+02   0.1611778385340610E-12   0.1973515842349037E+01   0.2467473256760854E+02   0.1572353005464680E-04   0.7366909408904014E+01   0.7108235006661284E+00   0.2981133446026330E+01   0.1656470957486024E+00   0.1508072402291582E-01   0.6595816716710179E-01   0.2268400889046846E-05   0.3678284150001588E+02   0.2176997169167412E-08   0.2810428359573174E-03   0.1821622715197684E+01   0.3392253225965875E+03   0.1029574878497454E+02   0.1993255964802298E-01   0.5648519881375937E-01   0.4492081094970237E+02   0.1510301872211499E+02   0.1242643168995123E-51   0.1250856158643257E-01   0.4008993754220634E+01   0.1177894088427845E+03   0.2707530940570275E+01   0.7593378834607194E-05   0.1602192568783697E-01   0.3949582692295360E-07   0.9634780532590839E-01   0.7601556850432638E-02   0.1755972065192421E-02   0.1250000000000000E+09
  0.1800000000000000E+02   0.1169220197997840E-11   0.2101917249982687E+01   0.2500056426293344E+02   0.6455719804862184E-04   0.7224285728665164E+01   0.9927361652371167E-02   0.2759021784800855E+01   0.4989584760787086E-02   0.8116182454277527E-02   0.1492524490013797E+00   0.1965045544654421E-04   0.3704984233282335E+02   0.1988925729072967E-07   0.9878066195011811E-01   0.1747530273462314E+01   0.3402524568015459E+03   0.9885800508427339E+01   0.1559920335946248E-01   0.4735769546654218E-01   0.4497674118454659E+02   0.1484926877504117E+02   0.5481350375569167E-52   0.1020712277211263E-01   0.3891059541305709E+01   0.1203308936851841E+03   0.3093777119714737E+01   0.6929173910258210E-04   0.3139792543124005E-01   0.2552161162132754E-06   0.1235428901586056E-02   0.1331674362171790E+00   0.1657437221276778E-02   0.1250000000000000E+09
  0.1900000000000000E+02   0.2501975123406551E-11   0.2580931733733505E+01   0.2581878596813532E+02   0.1755454624045389E-03   0.6814408420613571E+01   0.1389231749817228E-02   0.2189222866644593E+01   0.7022466515371813E-02   0.3809980936363482E-02   0.1248669169666719E+00   0.2869411271505173E-04   0.3752308720167903E+02   0.3316901684693432E-07   0.3804135017738456E+00   0.1521375674227121E+01   0.3429247724303205E+03   0.9020825455692435E+01   0.2881054759714167E-01   0.5467986202698229E-01   0.4504339210405497E+02   0.1389437230131729E+02   0.1957443678630704E-52   0.6988390742881020E-02   0.3595060933393701E+01   0.1259809103246535E+03   0.1500749517545246E+01   0.1153572083657382E-03   0.5373963591596771E-01   0.4355493358753334E-06   0.3548906862932399E-03   0.1138189137111504E+00   0.3627640136778322E-02   0.1250000000000000E+09
  0.2000000000000000E+02   0.3591620991433953E-11   0.3660234121554075E+01   0.2639078455800074E+02   0.3446400472443164E-03   0.6403537726278516E+01   0.1480144544824858E-03   0.1711291137290423E+01   0.1295268959352716E-01   0.9679738761376204E-03   0.5448535210417626E-01   0.2023544200930456E-04   0.3777373765359403E+02   0.2658499503423121E-07   0.5968708433082074E+00   0.1127570470390969E+01   0.3463919255292528E+03   0.8185397503749948E+01   0.5178385866330982E-01   0.7887563930404870E-01   0.4497385921255017E+02   0.1253152453796413E+02   0.6657503589168336E-53   0.4680120162896773E-02   0.3302073546898710E+01   0.1304873470581854E+03   0.4983290143784901E+00   0.9258740743967160E-04   0.7037668434686252E-01   0.5325083936853669E-06   0.1142640899923917E-03   0.4452499168748102E-01   0.1022142979041614E-01   0.1250000000000000E+09
  0.2100000000000000E+02   0.4206831970094231E-11   0.5082716845576667E+01   0.2628605628861594E+02   0.5142627186021312E-03   0.6075159351005767E+01   0.5398264086786558E-04   0.1389241403756698E+01   0.2040341211116250E-01   0.3629082223341198E-03   0.3489548931086760E-01   0.1780651032893034E-04   0.3787088955773584E+02   0.2591312808875568E-07   0.7233450942206955E+00   0.7658761809907816E+00   0.3498770409403834E+03   0.7516888048232580E+01   0.6507647631780433E-01   0.9908666095999012E-01   0.4482602174637321E+02   0.1127833406863249E+02   0.2612181378180008E-53   0.3268303975741522E-02   0.3067424367721889E+01   0.1324985196674810E+03   0.3052652724627231E+00   0.9054242274892446E-04   0.7419095964363091E-01   0.6033942856071146E-06   0.7067739938254566E-04   0.2913777511431801E-01   0.1548453899842224E-01   0.1250000000000000E+09
  0.2200000000000000E+02   0.4488818508382569E-11   0.6451704455220429E+01   0.2593714450162760E+02   0.5622729363109948E-03   0.5746559531794669E+01   0.5370746716147693E-04   0.1114633452207803E+01   0.2298090119610544E-01   0.3763475632964549E-03   0.3472538587264751E-01   0.1733690509905250E-04   0.3795462223462938E+02   0.2792598617325429E-07   0.7864779923904643E+00   0.5279138270246305E+00   0.3531332580991246E+03   0.6874869007827865E+01   0.6292589148783762E-01   0.1190275055208397E+00   0.4460040010113521E+02   0.1016166119039167E+02   0.9787678735171024E-54   0.2247550101287557E-02   0.2843109297232849E+01   0.1343048787116712E+03   0.3125646893380650E+00   0.9806922039922807E-04   0.7218314252134637E-01   0.6441700055812332E-06   0.6910907687670779E-04   0.3152974225399366E-01   0.1472625030462598E-01   0.1250000000000000E+09
